Genotype,Envir,Row,Column,ear.height,R,C,ear.height_spats_residuals,ear.height_spats_geno_pred_values,ear.height_spats_adj_pheno
A347,Ner13R_block_22,11,39,105,11,39,7.8369226794497,103.391735253712,111.228657933162
B104,Ner13R_block_22,3,42,90,3,42,-16.6830070401142,78.8718055341492,62.1887984940351
B73,Ner13R_block_22,7,40,104,7,40,1.73456022602691,97.2893728002896,99.0239330263165
DK78371A,Ner13R_block_22,11,40,90,11,40,-0.980210351142176,94.5746022231206,93.5943918719785
EA3076,Ner13R_block_22,3,39,85,3,39,-8.3832968174748,87.1715157567883,78.7882189393135
EC242C,Ner13R_block_22,11,37,75,11,37,-3.99480882194936,91.5600037523136,87.5651949303643
EP2008-22,Ner13R_block_22,11,36,70,11,36,-4.78175075650827,90.7730618177548,85.9913110612465
EP52,Ner13R_block_22,11,41,100,11,41,2.49401072597529,98.0488233002382,100.542834026213
EZ36,Ner13R_block_22,7,36,92,7,36,5.59364390360163,101.148456477864,106.742100381466
F874,Ner13R_block_22,7,38,80,7,38,-5.1375504276737,90.4172621465893,85.2797117189157
FR19,Ner13R_block_22,3,37,75,3,37,-6.59860317858815,88.9562093956749,82.3576062170867
Lo1016,Ner13R_block_22,7,42,105,7,42,-2.56795616231713,92.9868564119457,90.4189002496286
PHG71,Ner13R_block_22,7,41,93,7,41,-6.49297908015261,89.0618334941105,82.5688544139579
UH_S025,Ner13R_block_22,7,37,103,7,37,8.70162459547134,104.256437169734,112.958061765205
UH250,Ner13R_block_22,3,41,190,3,41,36.5166885032356,132.071501077497,168.588189580733
UH304,Ner13R_block_22,11,38,85,11,38,-0.531943110835172,95.0228694634274,94.4909263525923
Va26,Ner13R_block_22,3,36,100,3,36,8.97403339510247,104.528845969365,113.502879364467
11430,Mur13W_block_2,15,1,130,15,1,0.564315852615636,131.462196731145,132.02651258376
A347,Mur13W_block_2,14,3,140,14,3,2.22374148067297,133.121622359202,135.345363839875
DKFBHJ,Mur13W_block_2,2,4,113,2,4,1.00279785821461,131.900678736744,132.903476594958
EP10,Mur13W_block_2,2,7,115,2,7,-2.07884673275055,128.819034145779,126.740187413028
F618,Mur13W_block_2,2,1,118,2,1,-0.851267102976124,130.046613775553,129.195346672577
HMV5409,Mur13W_block_2,14,4,123,14,4,-3.67241614684797,127.225464731681,123.553048584833
HMV5422,Mur13W_block_2,2,6,135,2,6,2.91966612940877,133.817547007938,136.737213137346
Lo1203,Mur13W_block_2,14,6,155,14,6,-0.384512632169191,130.51336824636,130.128855614191
Lo1261,Mur13W_block_2,14,7,153,14,7,1.80247407066912,132.700354949198,134.502829019867
Lp5,Mur13W_block_2,2,3,115,2,3,-2.41550966576899,128.48237121276,126.066861546991
ML606,Mur13W_block_2,14,5,138,14,5,-0.580628945992714,130.317251932536,129.736622986544
PHH93,Mur13W_block_2,2,5,115,2,5,-0.590936776189935,130.306944102339,129.716007326149
W182E,Mur13W_block_2,2,2,132,2,2,2.06112261111502,132.959003489644,135.020126100759
11430,Kar13W_block_10,2,13,135,2,13,7.50974904804025e-05,139.332363263818,139.332438361309
DKFBHJ,Kar13W_block_10,10,12,145,10,12,0.00034320759849038,139.332631373921,139.332974581519
EP10,Kar13W_block_10,1,11,120,1,11,0.000196440749732574,139.332484607075,139.332681047825
FP1,Kar13W_block_10,1,10,130,1,10,0.000303109475140673,139.332591275798,139.332894385273
HMV5405,Kar13W_block_10,1,9,130,1,9,-0.000183402786603892,139.332104763547,139.33192136076
I261,Kar13W_block_10,10,9,150,10,9,0.000396630949524024,139.33268479727,139.33308142822
LAN496,Kar13W_block_10,2,14,135,2,14,5.81821140599459e-06,139.332293984541,139.332299802752
LH65,Kar13W_block_10,10,11,135,10,11,-0.000389470985112439,139.331898695353,139.331509224368
Lp5,Kar13W_block_10,11,13,140,11,13,-4.19223822518688e-05,139.332246243948,139.332204321566
PHH93,Kar13W_block_10,1,12,125,1,12,-0.000350063339737972,139.331938102998,139.331588039658
PHR36,Kar13W_block_10,10,10,145,10,10,-0.000206882263171337,139.332081284071,139.331874401808
UH_P074,Kar13W_block_10,2,8,120,2,8,-5.91832268810322e-05,139.332228983104,139.332169799877
UH250,Kar13W_block_10,11,8,125,11,8,-8.93920200155662e-05,139.332198774311,139.332109382291
11430,Deb13R_block_23,11,11,90,11,11,-4.49604584758914,97.7949014389497,93.2988555913605
B109,Deb13R_block_23,23,10,110,23,10,1.31250908331364,103.603456369852,104.915965453166
EA1027,Deb13R_block_23,11,14,131,11,14,1.2975519441691,103.588499230708,104.886051174877
EZ38,Deb13R_block_23,11,13,120,11,13,1.94043354088194,104.231380827421,106.171814368303
F912,Deb13R_block_23,23,14,87,23,14,-1.04633196456923,101.24461532197,100.1982833574
I233,Deb13R_block_23,23,11,110,23,11,2.42293264372429,104.713879930263,107.136812573987
LH59,Deb13R_block_23,23,8,112,23,8,-0.0494056193963957,102.241541667142,102.192136047746
LH93,Deb13R_block_23,35,10,95,35,10,0.911505738868613,103.202453025407,104.113958764276
Lo1095,Deb13R_block_23,23,12,98,23,12,-1.21200298052611,101.078944306013,99.8669413254866
Lo1101,Deb13R_block_23,35,8,88,35,8,-0.364148285733961,101.926799000805,101.562650715071
Lo1187,Deb13R_block_23,35,9,92,35,9,1.74103390392452,104.031981190463,105.773015094388
Lo1274,Deb13R_block_23,23,13,88,23,13,-3.31273412456183,98.978213161977,95.6654790374151
Mo17,Deb13R_block_23,11,9,119,11,9,2.69435292934334,104.985300215882,107.679653145225
MS71,Deb13R_block_23,35,12,110,35,12,4.06254148179077,106.35348876833,110.41603025012
Oh33,Deb13R_block_23,35,14,90,35,14,2.74119520785199,105.032142494391,107.773337702243
P465P,Deb13R_block_23,11,8,110,11,8,-1.34085270811144,100.950094578427,99.6092418703159
PHG47,Deb13R_block_23,35,13,85,35,13,-3.45387399204981,98.8370732944891,95.3831993024393
UH_P148,Deb13R_block_23,11,10,115,11,10,3.58688299588091,105.87783028242,109.464713278301
UH_S025,Deb13R_block_23,23,9,101,23,9,-3.99312924251311,98.2978180440257,94.3046888015126
UH250,Deb13R_block_23,11,12,100,11,12,-0.743241752310709,101.547705534228,100.804463781917
Va26,Deb13R_block_23,35,11,96,35,11,-2.69917295238777,99.5917743341511,96.8926013817634
11430,Deb13R_block_2,14,4,108,14,4,3.01388374167742,113.401179707181,116.415063448858
B104,Deb13R_block_2,2,4,112,2,4,0.761790593069236,111.149086558572,111.910877151642
B107,Deb13R_block_2,2,1,115,2,1,-1.14480806169239,109.242487903811,108.097679842118
C103,Deb13R_block_2,14,2,102,14,2,-2.32306438395879,108.064231581544,105.741167197585
EC232,Deb13R_block_2,2,3,122,2,3,1.16137210820681,111.54866807371,112.710040181917
F748,Deb13R_block_2,14,1,119,14,1,2.01922552775935,112.406521493262,114.425747021022
F894,Deb13R_block_2,26,2,118,26,2,-0.789082508365851,109.598213457137,108.809130948771
HMV5422,Deb13R_block_2,26,3,134,26,3,2.01284291870073,112.400138884204,114.412981802905
I261,Deb13R_block_2,2,2,124,2,2,1.3340121632616,111.721308128765,113.055320292026
Lo1016,Deb13R_block_2,14,3,101,14,3,-1.45287235948192,108.934423606021,107.481551246539
Lo1203,Deb13R_block_2,2,6,112,2,6,2.09483658277925,112.482132548282,114.576969131061
Lo1242,Deb13R_block_2,14,5,90,14,5,-3.43622791722004,106.951068048283,103.514840131063
Lo1266,Deb13R_block_2,26,5,120,26,5,3.71841912667655,114.10571509218,117.824134218856
Lo1273,Deb13R_block_2,14,6,100,14,6,-0.0455678153257537,110.341728150177,110.296160334851
Lo1274,Deb13R_block_2,26,6,88,26,6,-5.4056217018597,104.981674263643,99.5760525617835
Lo904,Deb13R_block_2,2,7,125,2,7,0.879311625712759,111.266607591216,112.145919216929
Mo17,Deb13R_block_2,26,4,127,26,4,0.0631697234590263,110.450465688962,110.513635412421
N16,Deb13R_block_2,26,7,103,26,7,2.65908541069992,113.046381376203,115.705466786903
Oh43,Deb13R_block_2,26,1,102,26,1,-0.788794924483867,109.598501041019,108.809706116535
Pa36,Deb13R_block_2,2,5,95,2,5,-3.61649696651016,106.770798998993,103.154302032483
PHG47,Deb13R_block_2,14,7,110,14,7,-0.715412883107177,109.671883082396,108.956470199289
11430,Deb13R_block_29,29,21,90,29,21,2.92821610502854,108.035649307776,110.963865412805
B89,Deb13R_block_29,17,16,96,17,16,-5.42107250896112,99.6863606937864,94.2652881848253
EC334,Deb13R_block_29,17,19,95,17,19,-4.7839425266981,100.323490676049,95.5395481493512
F7057,Deb13R_block_29,17,17,105,17,17,-0.633914130087234,104.47351907266,103.839604942573
F888,Deb13R_block_29,5,20,119,5,20,2.09417907607948,107.201612278827,109.295791354906
F98902,Deb13R_block_29,29,16,95,29,16,-6.39172027154856,98.7157129311988,92.3239926596503
HMV5325,Deb13R_block_29,5,18,100,5,18,-2.71647539334062,102.390957809407,99.6744824160662
HMV5409,Deb13R_block_29,5,19,100,5,19,-4.39007940218271,100.717353800565,96.327274398382
HMV5502,Deb13R_block_29,5,21,125,5,21,1.86550243567284,106.97293563842,108.838438074093
LAN496,Deb13R_block_29,29,15,123,29,15,5.76926323891341,110.876696441661,116.645959680574
LH38,Deb13R_block_29,5,17,100,5,17,-2.73161228050643,102.375820922241,99.6442086417346
Lo1056,Deb13R_block_29,5,16,123,5,16,8.4858304330736,113.593263635821,122.079094068895
Lo904,Deb13R_block_29,29,17,100,29,17,-3.04772267044154,102.059710532306,99.0119878618643
PB116,Deb13R_block_29,29,19,98,29,19,-0.536144217958068,104.571288984789,104.035144766831
PHJ40,Deb13R_block_29,17,15,105,17,15,-1.23001704081058,103.877416161937,102.647399121126
PHZ51,Deb13R_block_29,29,18,121,29,18,8.42594415621034,113.533377358958,121.959321515168
UH_P060,Deb13R_block_29,29,20,80,29,20,-5.84772290735941,99.259710295388,93.4119873880286
UH_P115,Deb13R_block_29,17,21,96,17,21,-3.04001092256826,102.067422280179,99.027411357611
UH_P128,Deb13R_block_29,17,20,112,17,20,4.29250073277542,109.399933935523,113.692434668298
UH304,Deb13R_block_29,5,15,102,5,15,-1.30723143595175,103.800201766796,102.492970330844
W23,Deb13R_block_29,17,18,122,17,18,8.21622953066093,113.323662733408,121.539892264069
11430,Mar13R_block_22,10,8,100,10,8,-1.05461981748084,129.84212524954,128.78750543206
A310,Mar13R_block_22,4,29,106,4,29,1.98003446290222,131.231154565331,133.211189028233
AS5707,Mar13R_block_22,22,14,129,22,14,0.368555697080154,130.493544597049,130.862100294129
B110,Mar13R_block_22,4,30,117,4,30,4.90136332447123,132.568312295625,137.469675620096
B73,Mar13R_block_22,22,13,126,22,13,1.10637791720767,130.831262372752,131.937640289959
B97,Mar13R_block_22,10,12,95,10,12,-2.92689161486977,128.985144462466,126.058252847597
EP51,Mar13R_block_22,4,33,84,4,33,-3.00417989171974,128.949767884974,125.945587993255
EZ31,Mar13R_block_22,4,34,104,4,34,2.19026730686915,131.327382852454,133.517650159323
EZ37,Mar13R_block_22,4,31,84,4,31,-3.29032818827842,128.818791392807,125.528463204529
HMV5301,Mar13R_block_22,10,14,114,10,14,0.987507376230283,130.776852660493,131.764360036723
I198,Mar13R_block_22,22,10,100,22,10,-5.00211204650688,128.035269534405,123.033157487898
LH60,Mar13R_block_22,10,11,100,10,11,-0.85138253584168,129.935151510912,129.08376897507
LH65,Mar13R_block_22,4,35,94,4,35,-0.192345020678474,130.236807760418,130.044462739739
Lo1056,Mar13R_block_22,22,9,106,22,9,2.14711418430333,131.307630700553,133.454744884857
NQ508,Mar13R_block_22,22,8,103,22,8,1.79426314210217,131.146122865907,132.940386008009
Pa405,Mar13R_block_22,10,10,110,10,10,4.96697582063854,132.598344606471,137.565320427109
PHG35,Mar13R_block_22,22,11,108,22,11,-0.422415941128023,130.131499140823,129.709083199694
PHG39,Mar13R_block_22,10,9,98,10,9,-2.18180260928915,129.326188408828,127.144385799539
PHG83,Mar13R_block_22,4,32,88,4,32,-2.13697946170996,129.346704968627,127.209725506917
PHK29,Mar13R_block_22,10,13,112,10,13,0.388464582753301,130.608909963321,130.997374546074
PHK29,Mar13R_block_22,22,12,110,22,12,0.232133312851317,130.608909963321,130.841043276172
A3,Gai12R_block_8,2,27,105,2,27,-1.03542437952591,100.801469540408,99.7660451608816
CR1Ht,Gai12R_block_8,20,23,85,20,23,-7.43096932678523,94.4059245931485,86.9749552663633
DK78371A,Gai12R_block_8,20,25,85,20,25,-5.52798927625155,96.3089046436822,90.7809153674306
EP10,Gai12R_block_8,11,22,105,11,22,-0.0477974465842692,101.789096473349,101.741299026765
EZ37,Gai12R_block_8,20,24,110,20,24,5.90882707234329,107.745720992277,113.65454806462
EZ38,Gai12R_block_8,20,26,100,20,26,2.86319335544417,104.700087275378,107.563280630822
F04701,Gai12R_block_8,11,28,105,11,28,2.3666019810167,104.20349590095,106.570097881967
F05101,Gai12R_block_8,2,24,105,2,24,-0.42082332890061,101.416070591033,100.995247262132
HMV5409,Gai12R_block_8,11,23,105,11,23,0.417097620675449,102.253991540609,102.671089161284
LH65,Gai12R_block_8,2,23,105,2,23,-0.113737334529688,101.723156585404,101.609419250874
Lo1016,Gai12R_block_8,20,27,110,20,27,8.78341155457439,110.620305474508,119.403717029082
Lo1124,Gai12R_block_8,20,28,70,20,28,-10.0692285651876,91.7676653547463,81.6984367895586
Lo1288,Gai12R_block_8,11,26,105,11,26,1.48089397254523,103.317787892479,104.798681865024
Lo904,Gai12R_block_8,2,22,105,2,22,-0.00519979381968483,101.831694126114,101.826494332294
Oh02,Gai12R_block_8,2,28,105,2,28,-1.07646931623424,100.760424603699,99.6839552874652
PB116,Gai12R_block_8,11,25,105,11,25,1.17041092763574,103.007304847569,104.177715775205
PB98TR,Gai12R_block_8,2,25,105,2,25,-0.51009075580285,101.326803164131,100.816712408328
PH207,Gai12R_block_8,11,27,105,11,27,1.81344451918821,103.650338439122,105.46378295831
PHW65,Gai12R_block_8,11,24,105,11,24,0.683452819424531,102.520346739358,103.203799558783
PHZ51,Gai12R_block_8,20,22,105,20,22,1.53070298891407,103.367596908848,104.898299897762
UH_P148,Gai12R_block_8,2,26,105,2,26,-0.780307288140591,101.056586631793,100.276279343652
A3,Gai12R_block_29,17,4,80,17,4,-3.15637210957487,87.3160792604805,84.1597071509056
B104,Gai12R_block_29,26,6,85,26,6,3.90335263787348,94.3758040079287,98.2791566458022
DK78010,Gai12R_block_29,8,6,105,8,6,-1.26876853902598,89.2036828310293,87.9349142920034
EA1163,Gai12R_block_29,8,4,105,8,4,2.52529600270053,92.9977473727558,95.5230433754564
EC232,Gai12R_block_29,8,5,105,8,5,-0.58103954196379,89.8914118280916,89.3103722861278
F04702,Gai12R_block_29,26,7,70,26,7,0.844352937496453,91.3168043075517,92.1611572450482
F7057,Gai12R_block_29,17,7,70,17,7,-6.08696802579853,84.3854833442569,78.2985153184583
F752,Gai12R_block_29,8,1,105,8,1,-0.660165978109674,89.8122853919457,89.1521194138361
F894,Gai12R_block_29,17,6,95,17,6,2.02081535848026,92.4932667285356,94.5140820870158
I261,Gai12R_block_29,17,1,100,17,1,1.39354642074413,91.8659977907995,93.2595442115436
LH82,Gai12R_block_29,17,3,90,17,3,-0.133987885017262,90.338463485038,90.2044756000207
Lo1094,Gai12R_block_29,8,3,105,8,3,1.29532446218926,91.7677758322445,93.0631002944338
Lo1095,Gai12R_block_29,26,1,85,26,1,0.467789654909126,90.9402410249645,91.4080306798736
Lo1242,Gai12R_block_29,26,4,65,26,4,-3.87404498987534,86.5984063801801,82.7243613903048
N22,Gai12R_block_29,17,2,90,17,2,-2.59458470070422,87.8778666693512,85.283281968647
N6,Gai12R_block_29,26,3,70,26,3,-3.41379334094547,87.0586580291098,83.6448646881644
NS701,Gai12R_block_29,8,7,105,8,7,2.38913293216847,92.8615843022238,95.2507172343923
PHH93,Gai12R_block_29,26,5,80,26,5,1.30935068705807,91.7818020571134,93.0911527441714
UH_P064,Gai12R_block_29,17,5,95,17,5,1.97491619029563,92.4473675603509,94.4222837506466
UH_P074,Gai12R_block_29,26,2,90,26,2,4.0543097892706,94.5267611593258,98.5810709485964
W604S,Gai12R_block_29,8,2,105,8,2,-0.4084619621717,90.0639894078836,89.6555274457119
A3,Gai12R_block_27,25,21,80,25,21,-2.00448230345594,98.7743202930578,96.7698379896019
DK4676A,Gai12R_block_27,7,15,105,7,15,-0.545006354925945,100.233796241588,99.6887898866621
DK78371A,Gai12R_block_27,7,17,105,7,17,0.261835022594482,101.040637619108,101.302472641703
EC136,Gai12R_block_27,16,18,105,16,18,-0.106676988128257,100.672125608386,100.565448620257
EC232,Gai12R_block_27,16,20,105,16,20,0.460982324420911,101.239784920935,101.700767245356
EP77,Gai12R_block_27,25,20,90,25,20,-0.182566694082922,100.596235902431,100.413669208348
EZ11A,Gai12R_block_27,7,20,105,7,20,-0.199805290756842,100.578997305757,100.379192015
F1890,Gai12R_block_27,25,17,110,25,17,6.72043697254935,107.499239569063,114.219676541613
F354,Gai12R_block_27,16,16,105,16,16,0.140252149877824,100.919054746392,101.05930689627
F712,Gai12R_block_27,16,21,105,16,21,1.01960625131919,101.798408847833,102.818015099152
IDT,Gai12R_block_27,7,16,105,7,16,-0.0506179358495018,100.728184660664,100.677566724815
LH123Ht,Gai12R_block_27,25,18,90,25,18,-3.5766899731656,97.2021126233483,93.6254226501827
Lo1273,Gai12R_block_27,16,19,105,16,19,0.0506847568383222,100.829487353352,100.88017211019
Lo1284,Gai12R_block_27,7,21,105,7,21,-0.772852564510401,100.005950032003,99.2330974674931
NS701,Gai12R_block_27,25,16,85,25,16,-3.55492696433102,97.2238756321829,93.6689486678518
PHG83,Gai12R_block_27,25,15,85,25,15,-0.771669507662466,100.007133088851,99.2354635811889
PHJ40,Gai12R_block_27,16,17,105,16,17,-0.160530274631242,100.618272321883,100.457742047251
PHK29,Gai12R_block_27,25,19,100,25,19,2.43040645826947,103.209209054783,105.639615513053
UH_P064,Gai12R_block_27,7,18,105,7,18,0.366955111568089,101.145757708082,101.51271281965
W153R,Gai12R_block_27,16,15,105,16,15,0.474665804062965,101.253468400577,101.72813420464
A3,Ner12R_block_33,11,18,130,11,18,-1.4356306104109,124.916284391854,123.480653781443
B37,Ner12R_block_33,23,20,135,23,20,1.89244776575134,128.244362768017,130.136810533768
F05101,Ner12R_block_33,11,21,120,11,21,-3.73187401118015,122.620040991085,118.888166979905
F608,Ner12R_block_33,35,17,120,35,17,0.237632654965822,126.589547657231,126.827180312197
F874,Ner12R_block_33,23,19,125,23,19,-1.15992882395888,125.191986178306,124.032057354347
F918,Ner12R_block_33,35,19,125,35,19,-0.0870858795598934,126.264829122705,126.177743243146
FR19,Ner12R_block_33,35,18,120,35,18,-1.39049260491878,124.961422397346,123.570929792428
LH145,Ner12R_block_33,23,17,115,23,17,-4.05476255256852,122.297152449696,118.242389897128
LH65,Ner12R_block_33,11,15,120,11,15,-0.469187610879857,125.882727391385,125.413539780506
LH93,Ner12R_block_33,35,16,125,35,16,0.88142393278801,127.233338935053,128.114762867841
Lo1026,Ner12R_block_33,23,16,140,23,16,4.13002039951815,130.481935401784,134.611955801302
Lo1282,Ner12R_block_33,23,15,135,23,15,1.5651473892604,127.917062391526,129.482209780786
Lo904,Ner12R_block_33,11,17,130,11,17,1.60173191535642,127.953646917622,129.555378832978
NK764,Ner12R_block_33,35,21,110,35,21,0.0711492089187118,126.423064211184,126.494213420103
Oh02,Ner12R_block_33,11,20,145,11,20,2.13640037631109,128.488315378577,130.624715754888
PB98TR,Ner12R_block_33,11,19,145,11,19,3.48031935159119,129.832234353857,133.312553705448
PHK29,Ner12R_block_33,35,15,115,35,15,-1.97571195848839,124.376203043777,122.400491085288
SGI061,Ner12R_block_33,23,18,130,23,18,2.76333861376368,129.115253616029,131.878592229793
UH_P089,Ner12R_block_33,23,21,120,23,21,-0.610093499178376,125.741821503087,125.131728003908
UH_P148,Ner12R_block_33,11,16,120,11,16,-3.84484405707912,122.507070945186,118.662226888107
A3,Ner12R_block_8,15,13,125,15,13,0.541905861113094,125.226453918476,125.768359779589
B98,Ner12R_block_8,3,11,125,3,11,0.241235791292183,124.925783848655,125.167019639947
EC175,Ner12R_block_8,3,13,135,3,13,0.373889157932297,125.058437215295,125.432326373227
EC232,Ner12R_block_8,27,13,115,27,13,0.731430960081624,125.415979017444,126.147409977526
EC334,Ner12R_block_8,27,12,110,27,12,0.6672337561251,125.351781813488,126.019015569613
